id,roberta_neg,roberta_neu,roberta_pos,asin,name,rating,date,verified,title,body,helpfulVotes
11,0.5565347,0.40457022,0.038895044,B0000SX2UC,Zachary O. Toups,1,"November 29, 2004",False,"Slow, annoying, fragile, heavy, and bulky...","1.) Slow - If you want to check your missed calls list, this phone feels compelled to inform you whether or not there are any new calls in the list...it does this for about 20 seconds. Of course, it will take you half a second to read the message...and you probably don't care about what it says. 2.) Annoying - Ever had anyone scream in your ear? That's a sensation I get from this phone on a regular basis. It has the nice ability to attach a voice tag to a phone number...a useful feature...when it works. About 80% of the time, it recognizes the number I ask for, the other 20% it lets me know that it doesn't understand...by screeching (next to my head). Want to know what that feels like with your phone? Turn the ringer up to the highest setting, hold the phone next to your ear, call your phone. Not pleasant. Add to this the fact that when you're searching one of the numerous menus on the phone (menus that have at least 5 items in them), the menu system uses up a whole screen to display one line of text. It has three lines available to it...but it uses one. What's next? What did you just pass? Go back and look, can't find out another way! 3.) Fragile - My phone is cracked. Why you ask? Because I took off the battery cover. Why did you take off the battery cover you ask? Because I wanted to write this review and that was the only way to find out the model number. 4.) Heavy - Speaks for itself...the phone weighs way too much. 5.) Bulky - Again, like heavy, speaks for itself. My recommendation: buy a better phone. This one will only make you cry at night.",4.0
12,0.50470495,0.3819788,0.113316245,B0000SX2UC,esti,2,"September 8, 2004",False,Worth paying more for something else.,"I bought this phone about a year ago and have been using it ever since, on the Sprint PCS network, to replace an old TP2100. The first time I bought it, the phone was defective, so I had to get it replaced after a few days. I liked the phone okay at first, but I really wish I can go back in time and buy a better phone. Several issues: *mediocre reception. *rather bulky and unattractive. *cheap feel, cheaply made, cheap materials. *screen not easily visible in bright sunlight. *battery life marginal. I will go into a little detail about a few things. I get okay reception on this phone. It is NOT GOOD reception. The phone will work in areas where there is a good signal, but in areas with a marginal signal, such as my apartment, the phone will drop calls left and right, and fade in and out about 5 seconds of every minute (this is outside, so interference from the building is not the cause). In my residence, I use my husband's Sanyo, as it gets an excellent signal, and doesn't drop nearly as many calls. I have had Sprint check out the phone, and they say it is working correctly. I can only assume it is the poor quality of the phone that is to blame. The phone is quite big for what I would expect from a modern phone, with no camera. In a small purse, it takes up a lot of room. What is more important is that the phone is cheaply made, and has a cheap feel to it. It's made out of rather flimsy plastic. I dropped the phone once onto concrete from about 3 feet up, and the antenna head got a crack in it and a corner of the phone got serious scratches. Also, the screen can be difficult to read in bright sunlight, but it's quite bright otherwise. As far as battery life goes, it's not that great. I've gone to bed with the battery half full and have woken up to a dead phone. I believe the poor reception in my immediate area is to blame, as the phone searches for a signal and that takes battery time. Talk time is decent. Pros: *LOUD ringer *lots of features, but I rarely use them.",5.0
13,0.016292058,0.11116043,0.8725475,B0000SX2UC,brittho,4,"August 17, 2004",False,Great free phone for Sprint customers.,This is an excellent choice for Sprint to use when enrolling new customers for service. It is the free option for most new customers and it has been excellent after a year of ownership. I love how it lights up when someone is calling which helps to really find the phone quickly when you are in the dark. If you have the phone in a purse it really makes it easy to find due to this fact. The Nokia phone seems to be tougher to me than the Samsung phones at the Sprint store also. So my only issue with the phone is the fact that since it is not a flip phone the keypad must be locked before I drop the phone in my pants pocket. This can be annoying if you get used to owning a flip phone before moving to the Nokia.,1.0
14,0.28457224,0.6295302,0.08589758,B0009N5L7K,Marcel Thomas,1,"March 5, 2016",True,Stupid phone,DON'T BUY OUT OF SERVICE,
15,0.0043516005,0.021752287,0.9738961,B0009N5L7K,William B.,4,"February 9, 2006",False,Exellent Service,I have been with nextel for nearly a year now I started out this time last year with the Motorola i205 and just upgraded to the i265 it is one of the best phones I have ever had the service is the best I have ever had I have no problems making or reciving calls. If you are considering nextel give it a shot they are in my opinion the best cell company out there.,
16,0.011856074,0.0710656,0.9170783,B0009N5L7K,K. Mcilhargey,5,"February 7, 2006",False,I love it,"I just got it and have to say its easy to use, i can hear the person talking just fine and i have had no problems dealing with nextel.",
17,0.30198836,0.6496284,0.048383232,B0009N5L7K,Stephen Cahill,1,"December 20, 2016",True,Phones locked,1 star because the phones locked so I have to pay additional fees to unlock it,
18,0.0027283574,0.010194472,0.9870771,B0009N5L7K,Mihir,5,"December 13, 2009",True,Excellent product,The product has been very good. I had used this cell phone in one of my projects and it worked wonders. I will definitely recommend this to anyone interested in buying it....,
20,0.0046661594,0.017033864,0.9783,B0009N5L7K,1 Stop 4 Whats HOT,5,"June 27, 2009",False,NEXTEL BOOST PHONE,GREAT PRODUCT THAT IS AS GREAT FOR NEXTEL AS IT IS FOR BOOST INSERT YOUR SIM & GO!,
21,0.54277146,0.32918158,0.12804693,B000SKTZ0S,Thomas,4,"September 17, 2010",True,"Nice, but","I bought this phone to replace an LG phone that I didn't like. As I expected, all I had to do was put the old SIM card in the new phone and it worked. There are two serious drawbacks to this device, both related to the candy bar style. First, all the buttons are exposed, so it's easy to hit one accidentally. Second, the screen is easily scratched. This one got scratched making it difficult to read in sunlight. Aside from those two flaws, the phone works great. Connectivity, battery life, and quality of voice are superb. Since I don't do texting I can't comment on that. It is nice and small, and if it came with a case, or if I could find a case for it, then it would be perfect for my needs. The price was right. Now I have a new SIM card with $10 worth of calling on it that I don't need.",
22,0.5148903,0.44410208,0.04100763,B000SKTZ0S,"Kei, San Jose, CA",1,"May 13, 2017",True,It seems it doesn't work with the existing AT&T SIM card.,"I purchased this phone for my AT&T phone replacement, even though one of the FAQ mentioned it works with AT&T SIM, in my case, it didn't. Since this is my primary phone, in stead of spending time to see the reason, I'll go with other phone, which specifically says it's ""unlocked"".",
23,0.688811,0.29392794,0.017261101,B000SKTZ0S,Kristy,1,"March 13, 2019",True,Supply are needed,The phone did not come with a charger and didn't have a sims card.,
24,0.016748814,0.26825634,0.7149948,B000SKTZ0S,MARIO GAUTIER,5,"May 1, 2017",True,Five Stars,SERVED ME WELL AS A BACK UP PHONE.,
25,0.020896561,0.11980781,0.8592956,B000SKTZ0S,R-Dash,3,"February 10, 2009",True,does the job,I got this phone just as secondary cell phone. It is really lightweight and very cheap. The receiption is good. But most of the time a windy noise is heard when somebody is calling to this cell phone.,
26,0.40048656,0.37642086,0.2230926,B000SKTZ0S,John R. Risden,4,"January 19, 2011",True,Awesome with a But!!,Sturdy - clarity is great - easy to use Only problem - no Speaker option...... Big issue for me but im living with it atm.,
27,0.6174363,0.33993295,0.042630758,B000SKTZ0S,Amazon Customer,1,"February 3, 2017",True,One Star,Phone stoped working,
28,0.0067851995,0.017162554,0.9760523,B000SKTZ0S,New York,5,"May 23, 2013",True,Is cheap but ok quality,It does a beautiful job. I have used this item with my att account. its good to see my bill so little and avoided big amount of bills..i would recommend this product to any body. Very good quality it really met my expectations,
29,0.49441227,0.40212157,0.10346612,B000SKTZ0S,kalani,3,"July 22, 2014",True,Three Stars,way too small,
30,0.18609326,0.3753807,0.43852606,B000SKTZ0S,Trevor Arms,1,"February 11, 2014",True,This phone gave me a concussion. and may come with a faulty battery.,"I asked my friend to toss me my phone, but what he heard was ""Hey, throw that phone as hard as you can at my head"", so he did. Hit me square in the temple and I dropped. Needless to say this is a very sturdy phone, very simple and easy to use, long battery life (Like really long, like Stretch Armstrong long), takes being dropped and smacked around like a champ. If this phone was my son, i'd be proud, and afraid. The texting takes a little to get used to, but I digress. Smart Phones are for dummies. P.S you can create your own ringtones on this phone, provides way more entertainment than Flappy Bird.",
31,0.07940942,0.20139413,0.71919644,B000SKTZ0S,zzzzzzzzzz,5,"April 10, 2008",False,Tough phone,"We never use cell phones, but thought we needed one for a long road trip. With our last phone we were always irritated that the battery seemed to be dead every time we tried to use it. Based on reviews, we chose this phone. Battery life is great! And the phone really does handle abuse very well. My husband forgot it was in his shirt pocket. The phone went through the washer and dryer and still works as well as ever!! I'm not sure how it would work as an everyday phone, but for those who only need it occasionally I would highly recommend. It will be there, charged and ready when you need it.",
32,0.050824217,0.094659366,0.8545164,B000SKTZ0S,Valli LaMar,5,"June 21, 2012",False,4-1/2 years!,"I have had this model phone for 4-1/2 years and only now the battery is beginning to fail. FANTASTIC little phone that doesn't drop calls, can stick in a pocket or purse easily, does exactly what it is supposed to do at an unbeatable price. Refill for $100 and get a bonus $5.",
33,0.008139855,0.058719736,0.93314034,B000SKTZ0S,S. Chan,5,"October 3, 2007",False,simply great!,"Easy to use features, slim in size at a very good price. It is better compare to my exsiting T-Mobile prepaid phone. I called from a landline to both phones and the at& t picked up within 13 seconds while the T-Mobile at 25 sec or most of the time, just jumped to my voice mail only. I highly recommend at&t.",
34,0.0049864636,0.01173323,0.9832803,B000SKTZ0S,SlashMaster1,5,"September 25, 2007",False,More than great,"This phone is great. Simple to use, great battery life, always has a strong signal and AT&T has a great pay-as-you go plan. I'm happy.",
35,0.010853277,0.09878418,0.89036256,B000SKTZ0S,Sirni,4,"February 13, 2008",False,motorola c168i,It is just a basic phone and is an effective phone for people who do not need a lot of features. The size is good.,
36,0.006531,0.033545062,0.9599239,B000SKTZ0S,Carolyn V. Nettleship,4,"July 19, 2008",False,Good little phone,"this is a good little inexpensive phone - basic, but that's what I wanted! Just a phone for my pay as you go plan!",
37,0.4645376,0.2835812,0.25188115,B000SKTZ0S,PortlandHome,5,"October 29, 2010",False,Great phone,"I almost never write reviews for anything, but this stupid little cheap phone has proven so reliable and indestructible that I just had to say something. I bought this phone at least 3 (maybe 4) years ago, after two ""fancy"" (expensive) flip phones each lasted less than a year before falling apart. My goal was not to buy a phone that would last 4 years (I didn't expect any phone would) and certainly was not to buy a $20 phone that would last 4 years. My goal was just not to spend $150 on another phone. I hoped it might last 6 months, until I decided what to do next (change service providers, get a new contract with a free phone, etc.) To my surprise, this little brick of a phone just keeps going. It has not been treated lightly (I recently opened up the back to find the serial #, and found it full of dirt & dust). It has crashed with me skiing, been splashed with salt water while sailing, and been drenched in sweat while in my bike jersey. Still, it works. Complaints: I dearly wish it had a camera, even a crappy one. Sometimes the exposed buttons get pressed accidentally. It has no fancy features. But I'm going to buy another one-- just in case this one ever quits. UPDATE 1/1/12: This phone is still going. 5+ years now. I bought this phone when the first-generation iPhone came out. Four generations of iPhone later, I still don't have one, because this phone has refused to die. Incredible.",
38,0.08894678,0.4667749,0.44427836,B000SKTZ0S,Big Cadillac,5,"June 7, 2009",False,Perfect Bare-Bones and Practically Indestructible Phone!,"I have had the C168i for two years as a replacement for a different phone I broke. Note that it is a ""goPhone"" but you can use any monthly ATT service with it just by putting your SIM card in. My friends make fun of me for my boring looking phone, but they have since gone through 4-5 $150-200 phones while my $20 ""crap"" phone is still going and going... This phone is perfect for someone who doesn't need a camera, videos, bell and whistles stuff, but wants a sturdy reliable phone with a long battery life. It is also very inexpensive. Also, I attest to the main review that this phone is a ""TERMINATOR"" phone, meaning it is EXTREMELY resistant to almost all forms of physical harm. I have never tried soaking it in water, but I have dropped it, thrown it, scraped it, kicked it etc. and the screen and battery are still perfectly functional. Great battery life as well. My battery has NEVER run out on me. EVER! And I am super-negligent when it comes to charging it. Of course, the phone really only has normal calling and basic texting. The only complaint I would make is that entering new contacts into the address book is somewhat difficult and counter-intuitive until you learn how to do it. You won't regret buying this phone.",
39,0.008345078,0.029609483,0.96204543,B000SKTZ0S,Linda,4,"May 20, 2008",False,Motorola Fan,"I've been using this phone for about three weeks, now, and it truly is a nice little phone. It's small, light, and the keypad and screen really light up...you can actually see the screen in very bright sunlight! It does everything I want a phone to do. The graphics on the web are really very good, although accessing the web is rather slow. The keypad IS quite small, and this could be a problem for most men, but it's perfect for me. The only negative is that it doesn't have speaker phone capability. The battery life is, as the others have said, amazing! As for the person whose wife's phone was dead, it probably was jostled in her purse and was inadvertently turned on. I prefer bar phones to any other kind (not sure why), and one of the first things I learned was to lock the keypad whenever I put it in my purse, in my pocket, or any other place where it would be possible for the phone to be accidentally turned on. It's a simple matter of pushing two keys to turn on the lock or to shut it off, and sure saves a lot of battery life.",
41,0.13761328,0.41572556,0.44666117,B000SKTZ0S,Love Gadgets,3,"October 29, 2007",False,Great disposible phone?,"I got this phone based on a recommendation from AT&T :( silly me. I wanted a back up phone my wife could use in case her other phone failed to turn on (also a motorola different model almost 5x price). They recommend this phone because of it's low cost and it's a go phone so you only pay for minutes you use. I bought the phone and loved it. It was very low cost, came with airtime. It feels very solid, except for the battery cover which seems flimsy but seems to hold up with no problems. It had what I felt as good sound quality and a good number of features for such a low cost phone. I wanted to prep the battery since my wife was going to travel soon, so I left it powered on and would constantly press a button so the light would stay on and drain the battery. The display is amazingly bright, I could almost use it as a flashlight. I was also really surprised at the battery life. Anyhow after two cycles of draining the battery and then charging it to full, I figured it would be all set to use as an emergency phone for my wife who was going on a two week business trip. Wrong :( on the last day of her trip her main cell phone battery was low so she decided to try to use the back up phone. It wouldn't turn on :( I don't know if it was due to the xray machines at the airports or what but the battery was drained. She said she never turned it on at all until that day so maybe it got turned on accidently in her purse (phone turns on by pressing a button on the front for 4 or 5 seconds). Anyhow to make matters worse the AT&T rep also said I could also use it as a main phone by transfering the SIM. Nope didn't work either, I was on the older AT&T plan so I had to be migrated. Atleast the phone didn't cost too much. I figure I can still keep it as an emergency 911 phone too (Go phone minutes expire :( which the AT&T rep didn't tell me about). And it does look pretty good as a paper weight.",
42,0.024316985,0.34353352,0.63214946,B000SKTZ0S,RJD,4,"December 16, 2007",False,two for one!,"I needed a temporary phone for a friend in a retirement home until he got settled in his new place. I charged it up and it ran for several days on its own. He would have preferred a larger key pad due to his poor eyesight, but he seemed to do okay with it, and it was simple enough for him to be able to use it to simply make or receive calls (I didn't get into the answering system with him!). Now that he has moved and has his landline installed, I am giving it to a friend who has no cell phone, and cannot afford the price of a regular one. This will be just right for her limited calls when she is on the road. So.... two for the price of one!!",
43,0.2469858,0.42770714,0.32530704,B001AO4OUC,Elizabeth,4,"May 12, 2009",True,tough little phone,"This phone isn't kidding when it says military specs. I had a hole in my pocket and it went tumbling down a flight of concrete steps (20 steps). It had a few scratches but it worked fine. It also made a few other death - defying leaps. It is VERY drop resistant. That being said, it is not crush proof. It's battery was just about dead so I decided to leave it in the car to charge. I plugged it into the car charger, grabbed my purse, and got out of the car. Unbeknownst to me, the charger cord was tangled around my purse. I stood up and closed the car door - right on this phone. That left a BIG mark - that finally did it in (If it still worked, I would have had the world's first boomerang phone - it looked just like a boomerang afterwards). I just ordered a new one. As much as I beat up my last phone and as well as it fared, I had to get another one. My only pet peeve with this phone is they could have at least given me ONE full game - not the lame demos that are included with it. The phone itself is about the size of a Hershey bar. I often keep it in my pants pocket (the front pocket).",1.0
44,0.7219979,0.2581303,0.019871794,B001AO4OUC,"Ron Malinowski, Jr.",1,"November 19, 2012",True,Boost Mobile no Longer allows IDEN service,I bought this phone and found out IDEN phones with sim cards are no longer eligible for service with Boost Mobile. So buyer be ware dont buy these unless you already have service with a sim card.,2.0
45,0.2770108,0.6735745,0.049414683,B001AO4OUC,Amazon Customer,5,"April 11, 2016",True,Five Stars,i wont ( enter special code ),
46,0.0026673607,0.0113686,0.98596406,B001AO4OUC,Guillermo J. Avellan Jr.,5,"June 22, 2014",True,bought this for my mother for mothers day of 2014,my mother said that she loves Walkie Talkie Phones so what i did was i bought this for my mother Denise Avellan for mothers day of 2014 and my mother loves it. what a great Direct Connect Connection!!!!!!,
47,0.9126592,0.07917982,0.008160865,B001AO4OUC,Scott Hardie,1,"March 20, 2016",True,Won't Work on Networks!,Bought this phone only to be told it would no longer work on network. Waste of money and seller knew they would not work and did not say anything.,
48,0.005407865,0.0330517,0.96154046,B001AO4OUC,Vanilla Sky,5,"November 5, 2009",True,Good boost phone,For the price you really get a solid boost motorola phone. Sounds and looks good.,
49,0.8301971,0.15237728,0.017425641,B001AO4OUC,PENNY,4,"November 25, 2012",True,SIM CARD,"PHONE DID NOT COME WITH A SIM CARD....INFORMATION I WOULD'VE LIKED TO HAVE..... PHONE WORKS FINE, BUT BECAUSE PTT (WALKIE) IS BEING PHASED-OUT ON BOOST, NO SIM. RATING IS FOR PHONE, BUT VERY UNHAPPY NOT TO HAVE ALL THE FACTS PRIOR TO PURCHASE.",1.0
50,0.9370744,0.056383353,0.006542149,B001AO4OUC,Clay,1,"March 29, 2014",True,"Not a ""Boost"" phone. Description is lie.","This is not a ""boost"" phone and will not work as a GPS with Boost. Had to send it back. A huge pain for something that is $24. This is a rip-off.",
51,0.0064535965,0.025779052,0.9677673,B001AO4OUC,BeckyTheBookWorm,5,"November 10, 2010",True,good phone,good phone works well. very simple to use.dropped a few times and still works fine.,
52,0.018020585,0.23727001,0.74470943,B001AO4OUC,jennyjerez,5,"May 3, 2011",True,Great Phone,"You get the basic functions for what a cell phone is needed for, in other words this phone is simple and effective.",
53,0.9173409,0.075543486,0.007115631,B001AO4OUC,Anthony L. Savarese,1,"October 18, 2009",True,Cell,Wouldn't know anything about the cell phone I ordered because the person hasn't even shipped it yet. It's been a month! And amazon has does nothing to help and really has nothing for an option to provide assistance.,1.0
54,0.06417619,0.23523715,0.7005866,B001AO4OUC,Yoda,4,"April 7, 2010",False,For a basic phone quite good,"For someone needing a very basic phone and services (i.e., no email access, no camera, etc.) this phone is quite good. The sound quality on both the built in speaker and mic and the speaker phone are very good, the phone itself is very portable and it has buttons one does not have to be a midget to operate. On the negative side (and why I give it 4 instead of 5 stars), it has a relatively small battery for its size, as anyone who has opened but back to install can attest. Hence the battery power for such a basic phone is not on a par with other ""basic"" phones, though not by much. A second critique is the very small screen which is, in addition, not very well lit. It can be a problem viewing, even in the shade. A third problem is that the interface for some of the features (i.e., voice recorder, contact list) is not as easy as it should be. Thanks to the small screen, one needs to scroll quite a bit to access some of the phone's features. One last critique is that the messaging service is quite slow. Hence if you need to use such a feature this phone is far from optimal. All and all a very good phone despite the weaknesses cited above. If someone is looking for a barebones phone this is more than fulfills the requirements.",2.0
55,0.65720224,0.31028584,0.032511953,B001AO4OUC,MayaMan,1,"April 13, 2011",False,Terrible Customer Service,"I am a professional who recently purchased a Sanyo Juno phone to use as an extra special-purpose business phone. After using Boost cards to pay for the phone for two months I switched to the Auto Re-Boost Payment Service, wherein payments are automatically charged to my credit card each month. What a terrible mistake. Boost Mobile has been making monthly charges to my credit card at the same time that it has cut off my phone service, telling me that there is no money in my account. Of course, the latter cannot be true is the former is true. When I call Boost's service number to resolve the problem I learn that there are no human beings to speak to, only an automated list of options, none of which correspond to my problem. When I contact Boost via its online customer service (an e-mail option in which the customer is asked to describe his or her problem) I receive a phone call instructing me to call the service number, which, as I've just noted, provides no human operator and tells me that there is no money in my account. In other words, Boost Mobile tells me that to restore my service I must make another payment, even though that payment has already been made by their Auto Re-Boost plan. In effect, I must pay twice for each month of service and there is nothing I can do about it. Is this a company you would want to do business with? I deeply regret selecting to business with this company.",1.0
56,0.03759937,0.27026817,0.6921325,B001AO4OUC,Butch,5,"August 26, 2009",False,Excellent Choice Cell Phone,"I picked this up to use with Boost Mobile. All I wanted was a phone with walkie talkie and this fit the bill. I have a digital camera for pictures, phones don't need a camera. This phone has not dropped one call since I activated it. Everytime I DT with someone it works. This phone gets a signal where T-Mobile, Sprint and all others fail. The buttons for texting and replying to emails are easy to handle. If you are looking for a ""phone"" this is the one to get. I would give this 10 starts if it were allowed. Another plus is it handles mp3's & GIF images which I upload from my own PC to the phone.",
57,0.018168086,0.06785336,0.9139785,B001AO4OUC,Butch,5,"August 13, 2009",False,Great phone,"This phone is awesome. I have one through Boost Mobile with the unlimited plan. Bought it on August 6th and no regrets. People that whine and complain about the screen res or no games. It's a phone people, nothing more, nothing less. I use the walkie-talkie regularly, my wife and I text back and forth daily with no missed or missing messages. This phone receives/makes calls and walkie-talkie's where others have failed. If people want games buy a Gameboy, want pictures buy a camera, not real hard to figure out. This little gem was built to be a phone and that's exactly what it is. In short.... See it as it really is, a phone.",12.0
58,0.25573108,0.18434305,0.55992585,B001AO4OUC,Gabriel Barco,5,"July 19, 2009",False,GREAT PHONE,"i dont want to sound like a hot head but i havent had the best luck with cell phones, when i get a bad call the phone goes flying. this phone has impressed me with its durablity, i have thrown it, droped it and it even went flying out of my cars window while on the street when i wasnt looking, and it still works. best phone i ever bought. why would you buy a phone that cost $400 and worry every time you drop it, when if this one falls you just brush off the dirt and go on your way.",
59,0.8856075,0.105144925,0.009247567,B001AO4OUC,Palamabron,1,"September 1, 2011",False,"ok as phone, that's it","I find texting impossible on this phone. As another reviewer said, the screen goes blank randomly and you have to turn it off and on again. Also the phone randomly turns off phone transmissions and you have to turn it back on to receive/make phone calls. There has to be better phones out there.",2.0
60,0.9314095,0.057730224,0.010860303,B001AO4OUC,jncti,1,"June 30, 2010",False,Not a good product,"I recently had an i776 which was ruined at work. I had good service with it and it worked well. I spent $50 on this piece, the service is horrible, very patchy. I don't receive texts, sometimes the screens goes white for no reason. The key pad lights stopped working, the phone has no alarm. The battery doesn't last more than a day. I have only had to phone for two months. Its the worst phone ive owned, do not buy this. The i776 is a good phone,but you have to buy the rugged version.",3.0
